"Disorder id","Disorder name","Human gene symbol","Mouse model description","PhenoDigm % score","Matching human phenotypes","Matching mouse phenotypes"
"OMIM:254800","Myoclonic Epilepsy Of Unverricht And Lundborg","CSTB","Cstb<tm1b(EUCOMM)Wtsi> hom early",37.15,"HP:0002392,HP:0010850,HP:0001251,HP:0011182","MP:0004738,MP:0002574"
"OMIM:254900","Epilepsy, Progressive Myoclonic, 4, With Or Without Renal Failure","SCARB2","Scarb2<em2(IMPC)Tcp> hom early",41.43,"HP:0000093,HP:0100820,HP:0000083,HP:0000112,HP:0000100,HP:0001873,HP:0001895,HP:0000097,HP:0003073","MP:0003068,MP:0002591,MP:0000218,MP:0000219,MP:0005505,MP:0000223,MP:0005565,MP:0005013"
"OMIM:256050","Atelosteogenesis, Type Ii","SLC26A2","Slc26a2<em1(IMPC)Bay> hom early",25.1,"HP:0003826","MP:0011100"
"OMIM:256050","Atelosteogenesis, Type Ii","SLC26A2","Slc26a2<em1(IMPC)Bay> hom embryo",25.685,"HP:0000175","MP:0009908"
"OMIM:256450","Hyperinsulinemic Hypoglycemia, Familial, 1","ABCC8","Abcc8<em1(IMPC)J> hom early",45.315,"HP:0001520,HP:0002173,HP:0000825","MP:0003960,MP:0005293"
"OMIM:256520","Neu-Laxova Syndrome 1","PHGDH","Phgdh<tm1b(KOMP)Wtsi> hom early",20.05,"HP:0003826,HP:0003811","MP:0011100"
"OMIM:256520","Neu-Laxova Syndrome 1","PHGDH","Phgdh<tm1b(KOMP)Wtsi> hom embryo",44.22,"HP:0001196,HP:0007430,HP:0011451,HP:0002324,HP:0002414,HP:0001561,HP:0001511,HP:0000568,HP:0003811,HP:0003826,HP:0006266,HP:0001643,HP:0001321,HP:0001305","MP:0003229,MP:0001718,MP:0003984,MP:0011496,MP:0001785,MP:0001297,MP:0000841,MP:0001672,MP:0002080,MP:0001700,MP:0001697"
"OMIM:256540","Galactosialidosis","CTSA","Ctsa<tm2b(EUCOMM)Hmgu> hom early",37.04,"HP:0001433,HP:0003271,HP:0000524","MP:0005333,MP:0000208,MP:0000691,MP:0002875,MP:0005561,MP:0002874,MP:0005287,MP:0010506,MP:0002833,MP:0000220,MP:0004952,MP:0002590,MP:0003179"
"OMIM:256700","Neuroblastoma, Susceptibility To, 1","KIF1B","Kif1b<tm1b(KOMP)Wtsi> het early",31.735,"HP:0001251,HP:0001903","MP:0005641,MP:0002574"
"OMIM:256700","Neuroblastoma, Susceptibility To, 1","KIF1B","Kif1b<tm1b(KOMP)Wtsi> hom embryo",20.285,"HP:0000822","MP:0001914"
"OMIM:256810","Mitochondrial Dna Depletion Syndrome 6 (Hepatocerebral Type)","MPV17","Mpv17<em1(IMPC)J> hom early",37.22,"HP:0001988,HP:0002240,HP:0001943","MP:0005560,MP:0002833"
"OMIM:256840","Neuropathy, Hereditary Sensory, With Spastic Paraplegia, Autosomal Recessive","CCT5","Cct5<em1(IMPC)Tcp> het early",17.73,"HP:0006121","MP:0002110"
"OMIM:257220","Niemann-Pick Disease, Type C1","NPC1","Npc1<tm1a(EUCOMM)Hmgu> het early",36.595,"HP:0001332,HP:0001744,HP:0001982,HP:0004333","MP:0000220,MP:0001488"
"OMIM:257220","Niemann-Pick Disease, Type C1","NPC1","Npc1<tm1b(EUCOMM)Hmgu> het early",27.335,"HP:0000726","MP:0001417"
"OMIM:257270","Night Blindness, Congenital Stationary, Type 1B","GRM6","Grm6<tm1b(EUCOMM)Wtsi> hom early",20.235,"HP:0007737,HP:0007642","MP:0006243"
"OMIM:257920","3Mc Syndrome 1","MASP1","Masp1<tm1.1(KOMP)Vlcg> hom early",9.725,"HP:0000524","MP:0005333,MP:0010506"
"OMIM:257980","Odontoonychodermal Dysplasia","WNT10A","Wnt10a<tm1.1(KOMP)Vlcg> hom early",11.25,"HP:0007556,HP:0000972,HP:0007410","MP:0002764"
"OMIM:258150","Spermatogenic Failure 1","SYCP2","Sycp2<tm1b(EUCOMM)Hmgu> hom early",37.025,"HP:0003251,HP:0000798,HP:0030974","MP:0001147"
"OMIM:258860","Orofaciodigital Syndrome Iv","TCTN3","Tctn3<em1(IMPC)J> hom embryo",51.025,"HP:0009381,HP:0001161,HP:0100259,HP:0005736,HP:0001770,HP:0030084,HP:0001829,HP:0001156","MP:0000562"
"OMIM:259420","Osteogenesis Imperfecta, Type Iii","COL1A2","Col1a2<tm1b(EUCOMM)Wtsi> hom early",47.575,"HP:0005897,HP:0005855,HP:0003100,HP:0003023,HP:0003179,HP:0005474,HP:0002757,HP:0000703,HP:0002982","MP:0010123,MP:0005108,MP:0000558,MP:0010025,MP:0000559,MP:0000552,MP:0000062"
"OMIM:259450","Bruck Syndrome 1","FKBP10","Fkbp10<tm2a(EUCOMM)Wtsi> het early",38.15,"HP:0000939,HP:0006380,HP:0001388,HP:0002659,HP:0003273,HP:0006466,HP:0002987","MP:0002896"
"OMIM:259500","Osteogenic Sarcoma","TP53","Trp53<tm1b(EUCOMM)Hmgu> hom early",19.93,"HP:0009919","MP:0001325"
"OMIM:259600","Multicentric Osteolysis, Nodulosis, And Arthropathy","MMP2","Mmp2<em1(IMPC)Mbp> hom early",35.735,"HP:0001473,HP:0001504,HP:0008011,HP:0000939,HP:0001495,HP:0000938,HP:0007957,HP:0002753,HP:0001634,HP:0006234","MP:0000274,MP:0000266,MP:0001304,MP:0003795"
"OMIM:259600","Multicentric Osteolysis, Nodulosis, And Arthropathy","MMP2","Mmp2<em1(IMPC)Mbp> hom late",30.105,"HP:0001473,HP:0001504,HP:0000939,HP:0001495,HP:0000938,HP:0002753,HP:0006234","MP:0010124"
"OMIM:259775","Raine Syndrome","FAM20C","Fam20c<tm1b(KOMP)Wtsi> het early",18.79,"HP:0000072,HP:0000126","MP:0002135"
"OMIM:259775","Raine Syndrome","FAM20C","Fam20c<tm1b(KOMP)Wtsi> hom early",21.31,"HP:0003811","MP:0011100,MP:0011110"
"OMIM:260350","Pancreatic Cancer","ACVR1B","Acvr1b<tm1.1(KOMP)Vlcg> het early",20.09,"HP:0002894","MP:0001147,MP:0002768"
"OMIM:260370","Pancreatic Agenesis 1","PDX1","Pdx1<tm1b(EUCOMM)Wtsi> het early",33.185,"HP:0000857","MP:0005293"
"OMIM:260500","Papilloma Of Choroid Plexus","TP53","Trp53<tm1b(EUCOMM)Hmgu> hom early",27.755,"HP:0001085","MP:0001325,MP:0001289"
"OMIM:260540","Parkinson-Dementia Syndrome","MAPT","Mapt<tm1b(EUCOMM)Hmgu> hom early",30.795,"HP:0000726","MP:0001417"
"OMIM:261000","Intrinsic Factor Deficiency","CBLIF","Cblif<tm1a(KOMP)Wtsi> hom early",59.415,"HP:0005518,HP:0031965,HP:0200143,HP:0001889","MP:0002591"
"OMIM:261500","Eosinophil Peroxidase Deficiency","EPX","Epx<tm1b(EUCOMM)Wtsi> hom early",33.47,"HP:0034253","MP:0000220"
"OMIM:261515","D-Bifunctional Protein Deficiency","HSD17B4","Hsd17b4<em1(IMPC)Tcp> het late",20.745,"HP:0033643,HP:0000107,HP:0001408,HP:0002240,HP:0001744","MP:0000274,MP:0011874,MP:0002059,MP:0005632"
"OMIM:261515","D-Bifunctional Protein Deficiency","HSD17B4","Hsd17b4<em1(IMPC)Tcp> hom early",35.91,"HP:0000218,HP:0000369,HP:0000278,HP:0008207,HP:0001396,HP:0001408,HP:0002240,HP:0000762,HP:0000365,HP:0000343,HP:0001397,HP:0001765,HP:0000347,HP:0001744,HP:0001171","MP:0000157,MP:0002100,MP:0000642,MP:0004738,MP:0000689"
"OMIM:261600","Phenylketonuria","PAH","Pah<em1(IMPC)Tcp> het early",36.1,"HP:0000739,HP:0000742,HP:0000718,HP:0000737","MP:0001417"
"OMIM:261600","Phenylketonuria","PAH","Pah<em1(IMPC)Tcp> hom early",47.28,"HP:0000635,HP:0000518,HP:0002286,HP:0007513","MP:0001312,MP:0002075"
"OMIM:263210","Gillessen-Kaesbach-Nishimura Syndrome","ALG9","Alg9<em1(IMPC)J> het early",19.715,"HP:0001371,HP:0000776,HP:0001539","MP:0010024"
"OMIM:263520","Short-Rib Thoracic Dysplasia 6 With Or Without Polydactyly","NEK1","Nek1<em1(IMPC)Bay> hom early",52.34,"HP:0000556,HP:0001629,HP:0005873,HP:0000773,HP:0005817,HP:0001631,HP:0005766,HP:0003027,HP:0005180,HP:0003026,HP:0001162,HP:0001177,HP:0001156","MP:0002764,MP:0011965,MP:0003921,MP:0004509,MP:0003731,MP:0011952"
"OMIM:263700","Porphyria, Congenital Erythropoietic","UROS","Uros<tm1a(EUCOMM)Wtsi> het early",18.51,"HP:0001873,HP:0001744,HP:0001878","MP:0000218"
"OMIM:264090","Wiedemann-Rautenstrauch Syndrome","POLR3A","Polr3a<em2(IMPC)Tcp> het early",22.245,"HP:0000040,HP:0000778,HP:0000047","MP:0011874,MP:0002599,MP:0000702"
"OMIM:264700","Vitamin D Hydroxylation-Deficient Rickets, Type 1A","CYP27B1","Cyp27b1<tm1b(EUCOMM)Hmgu> hom early",74.855,"HP:0002748,HP:0000893,HP:0002752,HP:0003025,HP:0002753,HP:0002979,HP:0002982,HP:0002663,HP:0002980,HP:0010502,HP:0000886,HP:0002199,HP:0003106,HP:0002901,HP:0004492,HP:0003020,HP:0000920,HP:0002148,HP:0002355,HP:0003013,HP:0006297,HP:0000737,HP:0002757,HP:0003029","MP:0000198,MP:0003795,MP:0004509,MP:0000559,MP:0000150,MP:0005344,MP:0000149,MP:0002187,MP:0000558,MP:0000195,MP:0002968,MP:0002932,MP:0005343,MP:0001402,MP:0005298,MP:0000063,MP:0010124,MP:0002764,MP:0005296,MP:0001417,MP:0005108,MP:0010025,MP:0000552"
"OMIM:265400","Pulmonary Hypertension, Primary, 5","ATP13A3","Atp13a3<em1(IMPC)J> hom early",25.955,"HP:0001667","MP:0002833"
"OMIM:265800","Pycnodysostosis","CTSK","Ctsk<tm1b(EUCOMM)Hmgu> hom early",48.695,"HP:0011001,HP:0009839,HP:0002688,HP:0006660,HP:0000347,HP:0002868,HP:0001156","MP:0002764,MP:0000062"
"OMIM:266280","Rapadilino Syndrome","RECQL4","Recql4<tm1.1(KOMP)Vlcg> het early",19.015,"HP:0000653,HP:0045075,HP:0002209","MP:0000367"
"OMIM:267000","Perlman Syndrome","DIS3L2","Dis3l2<em1(IMPC)Bay> het early",21.335,"HP:0001520","MP:0001257"
"OMIM:267750","Knobloch Syndrome 1","COL18A1","Col18a1<tm1.1(KOMP)Vlcg> hom early",55.2,"HP:0500087,HP:0001251,HP:0007773,HP:0100019,HP:0000541,HP:0000543,HP:0000585,HP:0009917,HP:0001132,HP:0007843,HP:0000519,HP:0012805,HP:0000533,HP:0001104","MP:0001325,MP:0006241,MP:0008259,MP:0005102,MP:0001303,MP:0001319,MP:0002792,MP:0010097,MP:0002574"
"OMIM:268150","Rh-Null, Regulator Type","RHAG","Rhag<em1(IMPC)Ccpcz> hom early",37.845,"HP:0008282,HP:0004446,HP:0001878","MP:0000709,MP:0000703,MP:0005562,MP:0005568"
"OMIM:268310","Robinow Syndrome, Autosomal Recessive 1","ROR2","Ror2<em1(IMPC)Mbp> hom embryo",38.875,"HP:0009882,HP:0005914,HP:0011304,HP:0010292,HP:0010297,HP:0002986,HP:0002984,HP:0001156,HP:0001853,HP:0004279,HP:0000207,HP:0000219,HP:0000158,HP:0001537,HP:0011927,HP:0001837,HP:0004322,HP:0003083,HP:0009177,HP:0004220,HP:0000343,HP:0200055,HP:0009883,HP:0005648,HP:0000696,HP:0000678,HP:0010804,HP:0000212,HP:0009466,HP:0030084,HP:0006216,HP:0000154","MP:0003231,MP:0003984,MP:0000111,MP:0000562,MP:0001711"
"OMIM:268400","Rothmund-Thomson Syndrome, Type 2","RECQL4","Recql4<tm1.1(KOMP)Vlcg> het early",19.72,"HP:0002216,HP:0001596,HP:0000561,HP:0002223,HP:0045075,HP:0008404,HP:0008070,HP:0000653,HP:0002209","MP:0000367"
"OMIM:268800","Sandhoff Disease","HEXB","Hexb<tm1b(EUCOMM)Hmgu> hom early",35.63,"HP:0001257,HP:0001433,HP:0001251,HP:0007272,HP:0002267,HP:0002380,HP:0002493","MP:0000745,MP:0005505,MP:0001417,MP:0001392,MP:0000220,MP:0001406"
"OMIM:269250","Schneckenbecken Dysplasia","SLC35D1","Slc35d1<tm2b(EUCOMM)Hmgu> hom early",23.155,"HP:0003826","MP:0011100"
"OMIM:269250","Schneckenbecken Dysplasia","SLC35D1","Slc35d1<tm2b(EUCOMM)Hmgu> hom embryo",44.525,"HP:0001790,HP:0001561,HP:0001537,HP:0011800,HP:0000175","MP:0009908,MP:0000111,MP:0011495,MP:0001785,MP:0001697"
"OMIM:269700","Lipodystrophy, Congenital Generalized, Type 2","BSCL2","Bscl2<tm1b(EUCOMM)Hmgu> hom early",54.395,"HP:0002591,HP:0001833,HP:0009125,HP:0001537,HP:0000842,HP:0002833,HP:0002155,HP:0025128,HP:0003758,HP:0005978,HP:0040217,HP:0003809,HP:0001744,HP:0000877","MP:0000194,MP:0005559,MP:0003795,MP:0001556,MP:0012362,MP:0011941,MP:0002941,MP:0005568,MP:0000220,MP:0001566,MP:0011939,MP:0002968,MP:0005178,MP:0000219,MP:0002875,MP:0002965,MP:0005343,MP:0002590,MP:0010124,MP:0002764,MP:0013279,MP:0005292,MP:0005561,MP:0010025"
"OMIM:270100","Heterotaxy, Visceral, 5, Autosomal","NODAL","Nodal<tm1b(EUCOMM)Wtsi> het early",14.455,"HP:0001746,HP:0011699","MP:0012362,MP:0005542"
"OMIM:270300","Peeling Skin Syndrome 1","CDSN","Cdsn<tm1b(EUCOMM)Hmgu> het early",17.05,"HP:0001880","MP:0005641,MP:0005561"
"OMIM:270400","Smith-Lemli-Opitz Syndrome","DHCR7","Dhcr7<em1(IMPC)Mbp> het early",39.02,"HP:0000126,HP:0002611,HP:0000808,HP:0000054,HP:0000107,HP:0001629,HP:0001631,HP:0000074,HP:0000122,HP:0002240,HP:0001394,HP:0001397,HP:0001639,HP:0001744,HP:0000089,HP:0000047","MP:0002135,MP:0000266,MP:0000691,MP:0000274,MP:0002989,MP:0000689"
"OMIM:270400","Smith-Lemli-Opitz Syndrome","DHCR7","Dhcr7<em1(IMPC)Mbp> hom embryo",28.08,"HP:0001511,HP:0004322,HP:0001510","MP:0003984"
"OMIM:270550","Spastic Ataxia, Charlevoix-Saguenay Type","SACS","Sacs<em1(IMPC)Tcp> het early",13.69,"HP:0000012","MP:0002135"
"OMIM:270550","Spastic Ataxia, Charlevoix-Saguenay Type","SACS","Sacs<em1(IMPC)Tcp> hom early",18.635,"HP:0006150,HP:0001765","MP:0000157"
"OMIM:270685","Spastic Paraplegia 17, Autosomal Dominant","BSCL2","Bscl2<tm1b(EUCOMM)Hmgu> hom early",32.125,"HP:0002064,HP:0001761,HP:0001171","MP:0002764,MP:0001402,MP:0001406"
"OMIM:270700","Spastic Paraplegia 15, Autosomal Recessive","ZFYVE26","Zfyve26<em1(IMPC)J> hom early",24.53,"HP:0002064,HP:0001251","MP:0002574"
"OMIM:270800","Spastic Paraplegia 5A, Autosomal Recessive","CYP7B1","Cyp7b1<tm1b(EUCOMM)Wtsi> hom early",26,"HP:0000648","MP:0011965"
"OMIM:271900","Canavan Disease","ASPA","Aspa<tm1b(EUCOMM)Wtsi> hom early",24.695,"HP:0032273,HP:0002179","MP:0001513,MP:0001489,MP:0002968"
"OMIM:271930","Striatonigral Degeneration, Infantile","NUP62","Nup62<tm1b(KOMP)Wtsi> het early",32.93,"HP:0000648","MP:0011965,MP:0003733"
"OMIM:272200","Multiple Sulfatase Deficiency","SUMF1","Sumf1<tm1b(KOMP)Wtsi> het early",19.91,"HP:0002240,HP:0001744","MP:0000274"
"OMIM:272460","Spondylocarpotarsal Synostosis Syndrome","FLNB","Flnb<tm1b(KOMP)Wtsi> het early",19.615,"HP:0001377,HP:0000023,HP:0002948,HP:0006297,HP:0009702,HP:0008368,HP:0003305,HP:0001241","MP:0000063,MP:0010024"
"OMIM:273750","Three M Syndrome 1","CUL7","Cul7<tm1a(EUCOMM)Wtsi> het early",19.755,"HP:0001382","MP:0000063"
"OMIM:273900","Thrombocytopenia 3","FYB1","Fyb<tm1b(EUCOMM)Hmgu> hom early",48.025,"HP:0001873,HP:0005537","MP:0003179"
"OMIM:274270","Dihydropyrimidine Dehydrogenase Deficiency","DPYD","Dpyd<tm1b(KOMP)Wtsi> hom early",50.32,"HP:0000752","MP:0001399,MP:0002574"
"OMIM:274900","Thyroid Dyshormonogenesis 5","DUOXA2","Duoxa2<tm1b(KOMP)Wtsi> hom early",14.265,"HP:0000853,HP:0000821","MP:0005478"
"OMIM:275900","Spastic Paraplegia 20, Autosomal Recessive","SPART","Spart<tm2b(EUCOMM)Hmgu> hom early",29.015,"HP:0000712","MP:0001417"
"OMIM:276300","Mismatch Repair Cancer Syndrome 1","MLH1","Mlh1<tm1b(EUCOMM)Hmgu> hom early",11.23,"HP:0001909","MP:0004952"
"OMIM:276700","Tyrosinemia, Type I","FAH","Fah<em1(IMPC)Mbp> het early",57.075,"HP:0001402,HP:0006554,HP:0000121,HP:0000105,HP:0001903,HP:0001994,HP:0000083,HP:0004510,HP:0002240,HP:0002910,HP:0003163,HP:0001394,HP:0000096,HP:0001639,HP:0001399,HP:0001744,HP:0001541","MP:0002135,MP:0000266,MP:0003068,MP:0000691,MP:0000274,MP:0000598,MP:0002989,MP:0000601,MP:0000689"
"OMIM:276700","Tyrosinemia, Type I","FAH","Fah<em1(IMPC)Mbp> het embryo",15.995,"HP:0001510","MP:0003984"
"OMIM:276700","Tyrosinemia, Type I","FAH","Fah<em1(IMPC)Mbp> hom embryo",24.13,"HP:0001541","MP:0001785"
"OMIM:276880","Urocanase Deficiency","UROC1","Uroc1<em1(IMPC)Bay> hom early",34.685,"HP:0000718","MP:0001417"
"OMIM:276902","Usher Syndrome, Type Iiia","CLRN1","Clrn1<tm1.1(KOMP)Vlcg> hom early",22.765,"HP:0000407","MP:0004738"
"OMIM:277380","Methylmalonic Aciduria And Homocystinuria, Cblf Type","LMBRD1","Lmbrd1<tm1b(EUCOMM)Hmgu> het early",32.855,"HP:0001889,HP:0001903,HP:0001873,HP:0001876,HP:0001875","MP:0005562"
"OMIM:277400","Methylmalonic Aciduria And Homocystinuria, Cblc Type","MMACHC","Mmachc<tm1.1(NCOM)Mfgc> het early",13.815,"HP:0000093,HP:0005575,HP:0000083,HP:0000112,HP:0012120,HP:0002156,HP:0003153,HP:0000790","MP:0002989"
"OMIM:277590","Weaver Syndrome","EZH2","Ezh2<tm1a(EUCOMM)Wtsi> het early",23.035,"HP:0002650,HP:0002808","MP:0004650"
"OMIM:280000","Coloboma, Congenital Heart Disease, Ichthyosiform Dermatosis, Impaired Intellectual Development, And Ear Anomalies Syndrome","PIGL","Pigl<tm1b(KOMP)Wtsi> het early",15.415,"HP:0002557,HP:0002213,HP:0005338,HP:0002553,HP:0008070","MP:0002098"
"OMIM:300000","Opitz Gbbb Syndrome","MID1","Mid1<em1(IMPC)Mbp> hem early",23.565,"HP:0000054,HP:0025407,HP:0010957,HP:0000076,HP:0000047","MP:0002135,MP:0003068,MP:0003604"
"OMIM:300000","Opitz Gbbb Syndrome","MID1","Mid1<em1(IMPC)Mbp> het early",22.475,"HP:0000023,HP:0000054,HP:0025407,HP:0001629,HP:0001537,HP:0010957,HP:0000076,HP:0000047","MP:0002135,MP:0010025,MP:0002989,MP:0002833"
"OMIM:300018","46,Xy Sex Reversal 2","NR0B1","Nr0b1<em2(IMPC)Wtsi> hem early",30.075,"HP:0012245","MP:0002160"
"OMIM:300071","Night Blindness, Congenital Stationary, Type 2A","CACNA1F","Cacna1f<tm1.1(KOMP)Vlcg> hom early",20.345,"HP:0007642","MP:0001333"
"OMIM:300100","Adrenoleukodystrophy","ABCD1","Abcd1<tm1a(EUCOMM)Wtsi> hem early",19.495,"HP:0003455","MP:0008821"
"OMIM:300200","Adrenal Hypoplasia, Congenital","NR0B1","Nr0b1<em2(IMPC)Wtsi> hem early",41.49,"HP:0000028,HP:0002902,HP:0000027,HP:0000798,HP:0000044,HP:0008163,HP:0000826","MP:0002968,MP:0010092,MP:0002965,MP:0000182,MP:0008810,MP:0002160"
"OMIM:300322","Lesch-Nyhan Syndrome","HPRT1","Hprt<tm1a(EUCOMM)Hmgu> hem early",33.225,"HP:0001266,HP:0002149,HP:0001889","MP:0002875,MP:0001556,MP:0002590,MP:0001406,MP:0003179"
"OMIM:300322","Lesch-Nyhan Syndrome","HPRT1","Hprt<tm1a(EUCOMM)Hmgu> hom early",28.89,"HP:0001889","MP:0002875,MP:0002590"
"OMIM:300323","Hyperuricemia, Hprt-Related","HPRT1","Hprt<tm1a(EUCOMM)Hmgu> hem early",17.87,"HP:0002149","MP:0001556"
"OMIM:300376","Muscular Dystrophy, Becker Type","DMD","Dmd<em1(IMPC)Hmgu> hem early",46.03,"HP:0003236","MP:0002941,MP:0005343"
"OMIM:300376","Muscular Dystrophy, Becker Type","DMD","Dmd<em1(IMPC)Hmgu> hom early",48.045,"HP:0003236","MP:0002968,MP:0002965,MP:0002941,MP:0005343,MP:0005568"
"OMIM:300476","Cone-Rod Dystrophy, X-Linked, 3","CACNA1F","Cacna1f<tm1.1(KOMP)Vlcg> hom early",42.48,"HP:0000548,HP:0000541,HP:0000543,HP:0008002,HP:0030825","MP:0001333"
"OMIM:300600","Aland Island Eye Disease","CACNA1F","Cacna1f<tm1.1(KOMP)Vlcg> hom early",35.35,"HP:0007750","MP:0001333"
"OMIM:300676","Intellectual Developmental Disorder, X-Linked, Syndromic 14","UPF3B","Upf3b<em1(IMPC)Tcp> hom early",16.005,"HP:0000218","MP:0000470"
"OMIM:300707","Toe Syndactyly, Telecanthus, And Anogenital And Renal Malformations","CCNQ","Ccnq<tm1.1(KOMP)Vlcg> het embryo",30.145,"HP:0003298,HP:0001511,HP:0004322","MP:0001697,MP:0003984"
"OMIM:300755","Agammaglobulinemia, X-Linked","BTK","Btk<tm1a(EUCOMM)Hmgu> hem early",41.51,"HP:0001875,HP:0001903,HP:0010976,HP:0005403","MP:0008211,MP:0008074,MP:0002875,MP:0008078"
"OMIM:300830","Autism, Susceptibility To, X-Linked 4","PTCHD1","Ptchd1<tm1b(KOMP)IcsOrl> hem early",67.555,"HP:0007018,HP:0000718,HP:0100710","MP:0005655,MP:0001415,MP:0001399,MP:0002574"
"OMIM:300830","Autism, Susceptibility To, X-Linked 4","PTCHD1","Ptchd1<tm1b(KOMP)IcsOrl> hom early",66.09,"HP:0007018,HP:0000718,HP:0100710","MP:0001415,MP:0001399"
"OMIM:300855","Ogden Syndrome","NAA10","Naa10<em1(IMPC)Mbp> hem early",49.295,"HP:0004737,HP:0000113,HP:0000952,HP:0009800,HP:0000028,HP:0001901,HP:0000105,HP:0008734,HP:0000527,HP:0002213,HP:0001873,HP:0045075,HP:0001414,HP:0000034,HP:0001891,HP:0001640,HP:0001403","MP:0002135,MP:0000692,MP:0003068,MP:0001147,MP:0001146,MP:0002075,MP:0002989,MP:0000689"
"OMIM:300855","Ogden Syndrome","NAA10","Naa10<em1(IMPC)Mbp> hem late",50.94,"HP:0000113,HP:0009800,HP:0001684,HP:0000105,HP:0001629,HP:0001631,HP:0011682,HP:0002119,HP:0045075,HP:0001655,HP:0000028,HP:0000527,HP:0002213,HP:0000034,HP:0001640,HP:0001403,HP:0001414,HP:0004737,HP:0008734,HP:0000952,HP:0031295,HP:0001647","MP:0002135,MP:0003068,MP:0001891,MP:0000639,MP:0002997,MP:0002075,MP:0002834,MP:0002059,MP:0000598"
"OMIM:300855","Ogden Syndrome","NAA10","Naa10<em1(IMPC)Mbp> hem middle",27.38,"HP:0002213,HP:0045075,HP:0000527","MP:0002075"
"OMIM:300855","Ogden Syndrome","NAA10","Naa10<em1(IMPC)Mbp> hom early",29.3,"HP:0008734,HP:0000028,HP:0000023,HP:0000527,HP:0001537,HP:0002213,HP:0003717,HP:0002904,HP:0045075,HP:0000034","MP:0010025,MP:0002968,MP:0002075,MP:0001120"
"OMIM:300855","Ogden Syndrome","NAA10","Naa10<em1(IMPC)Mbp> hom late",50.075,"HP:0000113,HP:0001684,HP:0009800,HP:0001901,HP:0000105,HP:0001629,HP:0001631,HP:0011682,HP:0001655,HP:0000028,HP:0001873,HP:0000034,HP:0001640,HP:0001403,HP:0001414,HP:0004737,HP:0000952,HP:0008734,HP:0031295,HP:0001647,HP:0001891","MP:0002135,MP:0000266,MP:0003068,MP:0000691,MP:0005292,MP:0000274,MP:0001126,MP:0000689"
"OMIM:300855","Ogden Syndrome","NAA10","Naa10<em1(IMPC)Mbp> hom middle",27.375,"HP:0002213,HP:0045075,HP:0000527","MP:0002075"
"OMIM:300882","Cornelia De Lange Syndrome 5","HDAC8","Hdac8<tm1a(EUCOMM)Wtsi> hem early",20.295,"HP:0001377","MP:0000063"
"OMIM:300882","Cornelia De Lange Syndrome 5","HDAC8","Hdac8<tm1a(EUCOMM)Wtsi> hom early",20.375,"HP:0001377","MP:0000063"
"OMIM:300884","Developmental And Epileptic Encephalopathy 36","ALG13","Alg13<tm1a(KOMP)Wtsi> hom early",23.815,"HP:0001371","MP:0000063,MP:0010024"
"OMIM:300894","Neurodegeneration With Brain Iron Accumulation 5","WDR45","Wdr45<em1(IMPC)J> hem early",31.995,"HP:0001337,HP:0012332,HP:0001332","MP:0004738,MP:0001486"
"OMIM:300912","Intellectual Developmental Disorder, X-Linked 98","NEXMIF","Nexmif<em1(IMPC)Tcp> hem early",40.325,"HP:0000752,HP:0000020,HP:0011927,HP:0001508,HP:0025650,HP:0100739,HP:0004209","MP:0011874,MP:0000157,MP:0003961,MP:0001399"
"OMIM:300912","Intellectual Developmental Disorder, X-Linked 98","NEXMIF","Nexmif<em1(IMPC)Tcp> het early",40.47,"HP:0000752,HP:0000020,HP:0011927,HP:0025650,HP:0100739,HP:0004209","MP:0000157,MP:0001399,MP:0002989"
"OMIM:300967","Intellectual Developmental Disorder, X-Linked, Syndromic 34","NONO","Nono<em1(IMPC)Bay> hem early",25.19,"HP:0001337,HP:0000718","MP:0001513,MP:0001417"
"OMIM:300967","Intellectual Developmental Disorder, X-Linked, Syndromic 34","NONO","Nono<em1(IMPC)Bay> hom early",23.98,"HP:0000718","MP:0001417"
"OMIM:300978","Tonne-Kalscheuer Syndrome","RLIM","Rlim<em1(IMPC)Rbrc> het early",35.31,"HP:0008734,HP:0000028,HP:0001627","MP:0000709,MP:0000274,MP:0000266,MP:0000703"
"OMIM:300986","Intellectual Developmental Disorder, X-Linked, Syndromic, Bain Type","HNRNPH2","Hnrnph2<em1(IMPC)J> hem early",31.565,"HP:0002212","MP:0001284,MP:0000367,MP:0002075"
"OMIM:300986","Intellectual Developmental Disorder, X-Linked, Syndromic, Bain Type","HNRNPH2","Hnrnph2<em1(IMPC)J> hom early",31.195,"HP:0002212","MP:0000367,MP:0002075"
"OMIM:300988","Immunodeficiency 50","MSN","Msn<tm1b(EUCOMM)Hmgu> hem early",35.035,"HP:0001888,HP:0001875","MP:0005561,MP:0002874,MP:0002875,MP:0000208"
"OMIM:300988","Immunodeficiency 50","MSN","Msn<tm1b(EUCOMM)Hmgu> hom early",54.18,"HP:0001888,HP:0001875","MP:0000208,MP:0002875,MP:0005561,MP:0002874,MP:0000221,MP:0002590,MP:0003179"
"OMIM:301006","Galloway-Mowat Syndrome 2, X-Linked","LAGE3","Lage3<em1(IMPC)Tcp> hem early",19.92,"HP:0001166","MP:0000157"
"OMIM:301015","Hemolytic Anemia, Congenital, X-Linked","ATP11C","Atp11c<em1(IMPC)J> hem early",43.31,"HP:0001878","MP:0000208,MP:0002875,MP:0005561,MP:0002874,MP:0000221,MP:0002590"
